siteid,plotid,year,date,flow,dwm,precip_on_site
HICKS_B,BW,2008,2008-07-29,0,CD,1.27
HICKS_B,BW,2008,2008-07-30,0,CD,0
HICKS_B,BW,2008,2008-07-31,0,CD,6.35
HICKS_B,BW,2008,2008-08-01,0,CD,0
HICKS_B,BW,2008,2008-08-02,0,CD,0
HICKS_B,BW,2008,2008-08-03,0,CD,0
HICKS_B,BW,2008,2008-08-04,0,CD,0
HICKS_B,BW,2008,2008-08-05,0,CD,0
HICKS_B,BW,2008,2008-08-06,0,CD,0
HICKS_B,BW,2008,2008-08-07,0,CD,0
HICKS_B,BW,2008,2008-08-08,0,CD,3.81
HICKS_B,BW,2008,2008-08-09,0,CD,0
HICKS_B,BW,2008,2008-08-10,0,CD,0
HICKS_B,BW,2008,2008-08-11,0,CD,0
HICKS_B,BW,2008,2008-08-12,0,CD,12.954
HICKS_B,BW,2008,2008-08-13,0,CD,0
HICKS_B,BW,2008,2008-08-14,0,CD,3.048
HICKS_B,BW,2008,2008-08-15,0,CD,0
HICKS_B,BW,2008,2008-08-16,0,CD,0
HICKS_B,BW,2008,2008-08-17,0,CD,0
HICKS_B,BW,2008,2008-08-18,0,CD,0
HICKS_B,BW,2008,2008-08-19,0,CD,0
HICKS_B,BW,2008,2008-08-20,0,CD,0
HICKS_B,BW,2008,2008-08-21,0,CD,0
HICKS_B,BW,2008,2008-08-22,0,CD,0
HICKS_B,BW,2008,2008-08-23,0,CD,0
HICKS_B,BW,2008,2008-08-24,0,CD,0
HICKS_B,BW,2008,2008-08-25,0,CD,0
HICKS_B,BW,2008,2008-08-26,0,CD,0
HICKS_B,BW,2008,2008-08-27,0,CD,0
HICKS_B,BW,2008,2008-08-28,0,CD,7.874
HICKS_B,BW,2008,2008-08-29,0,CD,7.62
HICKS_B,BW,2008,2008-08-30,0,CD,0
HICKS_B,BW,2008,2008-08-31,0,CD,0
HICKS_B,BW,2009,2009-03-06,0,CD,0
HICKS_B,BW,2009,2009-03-07,0,CD,0
HICKS_B,BW,2009,2009-03-08,0,CD,0
HICKS_B,BW,2009,2009-03-09,0,CD,0
HICKS_B,BW,2009,2009-03-10,0,CD,0
HICKS_B,BW,2009,2009-03-11,0,CD,0
HICKS_B,BW,2009,2009-03-12,0,CD,0
HICKS_B,BW,2009,2009-03-13,0,CD,0
HICKS_B,BW,2009,2009-03-14,0,CD,0
HICKS_B,BW,2009,2009-03-15,0,CD,0
HICKS_B,BW,2009,2009-03-16,0,CD,0
HICKS_B,BW,2009,2009-03-17,0,CD,0
HICKS_B,BW,2009,2009-03-18,0,CD,0
HICKS_B,BW,2009,2009-03-19,0,CD,0
HICKS_B,BW,2009,2009-03-20,0,CD,0
HICKS_B,BW,2009,2009-03-21,0,CD,0
HICKS_B,BW,2009,2009-03-22,0,CD,0
HICKS_B,BW,2009,2009-03-23,0,CD,24.638
HICKS_B,BW,2009,2009-03-24,0,CD,4.572
HICKS_B,BW,2009,2009-03-25,0,CD,0
HICKS_B,BW,2009,2009-03-26,0,CD,0
HICKS_B,BW,2009,2009-03-27,0,CD,0
HICKS_B,BW,2009,2009-03-28,0,CD,0
HICKS_B,BW,2009,2009-03-29,0,CD,0
HICKS_B,BW,2009,2009-03-30,0,CD,0
HICKS_B,BW,2009,2009-03-31,0,CD,3.81
HICKS_B,BW,2009,2009-04-01,0,CD,0.508
HICKS_B,BW,2009,2009-04-02,0,CD,0
HICKS_B,BW,2009,2009-04-03,0,CD,0
HICKS_B,BW,2009,2009-04-04,0,CD,0
HICKS_B,BW,2009,2009-04-05,0,CD,0
HICKS_B,BW,2009,2009-04-06,0,CD,0
HICKS_B,BW,2009,2009-04-07,0,CD,0
HICKS_B,BW,2009,2009-04-08,0.5591,CD,0
HICKS_B,BW,2009,2009-04-09,0.7455,CD,0
HICKS_B,BW,2009,2009-04-10,0.7273,CD,0
HICKS_B,BW,2009,2009-04-11,0.7318,CD,0
HICKS_B,BW,2009,2009-04-12,0.7318,CD,0
HICKS_B,BW,2009,2009-04-13,0.7136,CD,0
HICKS_B,BW,2009,2009-04-14,0.7227,CD,0
HICKS_B,BW,2009,2009-04-15,0.7182,CD,0
HICKS_B,BW,2009,2009-04-16,0.7091,CD,0
HICKS_B,BW,2009,2009-04-17,0.7227,CD,0
HICKS_B,BW,2009,2009-04-18,0.7136,CD,0
HICKS_B,BW,2009,2009-04-19,0.7182,CD,0
HICKS_B,BW,2009,2009-04-20,0.7227,CD,0
HICKS_B,BW,2009,2009-04-21,0.7273,CD,0
HICKS_B,BW,2009,2009-04-22,0.75,CD,0
HICKS_B,BW,2009,2009-04-23,0.7182,CD,0
HICKS_B,BW,2009,2009-04-24,0.7,CD,0
HICKS_B,BW,2009,2009-04-25,0.7364,CD,2.54
HICKS_B,BW,2009,2009-04-26,0.6864,CD,9.398
HICKS_B,BW,2009,2009-04-27,0.7136,CD,1.778
HICKS_B,BW,2009,2009-04-28,0.7364,CD,0
HICKS_B,BW,2009,2009-04-29,0.7182,CD,4.318
HICKS_B,BW,2009,2009-04-30,0.7045,CD,4.064
HICKS_B,BW,2009,2009-05-01,0.7182,CD,0
HICKS_B,BW,2009,2009-05-02,0.7136,CD,0
HICKS_B,BW,2009,2009-05-03,0.7182,CD,0
HICKS_B,BW,2009,2009-05-04,0.7318,CD,0
HICKS_B,BW,2009,2009-05-05,0.3591,CD,6.096
HICKS_B,BW,2009,2009-05-06,0,CD,0
HICKS_B,BW,2009,2009-05-07,0,CD,4.318
HICKS_B,BW,2009,2009-05-08,0,CD,0
HICKS_B,BW,2009,2009-05-09,0,CD,17.272
HICKS_B,BW,2009,2009-05-10,0,CD,0
HICKS_B,BW,2009,2009-05-11,0,CD,0
HICKS_B,BW,2009,2009-05-12,0,CD,0
HICKS_B,BW,2009,2009-05-13,0,CD,0
HICKS_B,BW,2009,2009-05-14,0,CD,0
HICKS_B,BW,2009,2009-05-15,0,CD,0
HICKS_B,BW,2009,2009-05-16,0,CD,0.508
HICKS_B,BW,2009,2009-05-17,0,CD,0
HICKS_B,BW,2009,2009-05-18,0,CD,0
HICKS_B,BW,2009,2009-05-19,0,CD,0
HICKS_B,BW,2009,2009-05-20,0,CD,0
HICKS_B,BW,2009,2009-05-21,0,CD,0
HICKS_B,BW,2009,2009-05-22,0,CD,0
HICKS_B,BW,2009,2009-05-23,0,CD,12.446
HICKS_B,BW,2009,2009-05-24,0,CD,0
HICKS_B,BW,2009,2009-05-25,0,CD,0
HICKS_B,BW,2009,2009-05-26,0,CD,0.508
HICKS_B,BW,2009,2009-05-27,0,CD,0.508
HICKS_B,BW,2009,2009-05-28,0,CD,0
HICKS_B,BW,2009,2009-05-29,0,CD,0
HICKS_B,BW,2009,2009-05-30,0,CD,0
HICKS_B,BW,2009,2009-05-31,0,CD,0
HICKS_B,BW,2009,2009-06-01,0,CD,0.762
HICKS_B,BW,2009,2009-06-02,0,CD,0
HICKS_B,BW,2009,2009-06-03,0,CD,0
HICKS_B,BW,2009,2009-06-04,0,CD,0
HICKS_B,BW,2009,2009-06-05,0,CD,0
HICKS_B,BW,2009,2009-06-06,0,CD,8.382
HICKS_B,BW,2009,2009-06-07,0,CD,1.27
HICKS_B,BW,2009,2009-06-08,0,CD,34.798
HICKS_B,BW,2009,2009-06-09,0,CD,0.508
HICKS_B,BW,2009,2009-06-10,0,CD,1.016
HICKS_B,BW,2009,2009-06-11,0,CD,0.254
HICKS_B,BW,2009,2009-06-12,0,CD,2.286
HICKS_B,BW,2009,2009-06-13,0,CD,0.508
HICKS_B,BW,2009,2009-06-14,0,CD,0
HICKS_B,BW,2009,2009-06-15,0,CD,0
HICKS_B,BW,2009,2009-06-16,0,CD,1.27
HICKS_B,BW,2009,2009-06-17,0,CD,9.652
HICKS_B,BW,2009,2009-06-18,0,CD,0.508
HICKS_B,BW,2009,2009-06-19,0,CD,0.254
HICKS_B,BW,2009,2009-06-20,0,CD,0
HICKS_B,BW,2009,2009-06-21,0,CD,0
HICKS_B,BW,2009,2009-06-22,0,CD,9.144
HICKS_B,BW,2009,2009-06-23,0,CD,0
HICKS_B,BW,2009,2009-06-24,0,CD,8.636
HICKS_B,BW,2009,2009-06-25,0,CD,0.762
HICKS_B,BW,2009,2009-06-26,0,CD,0
HICKS_B,BW,2009,2009-06-27,0,CD,7.112
HICKS_B,BW,2009,2009-06-28,0,CD,0
HICKS_B,BW,2009,2009-06-29,0,CD,0
HICKS_B,BW,2009,2009-06-30,0,CD,0
HICKS_B,BW,2009,2009-07-01,0,CD,0
HICKS_B,BW,2009,2009-07-02,0,CD,0
HICKS_B,BW,2009,2009-07-03,0,CD,0
HICKS_B,BW,2009,2009-07-04,0,CD,4.826
HICKS_B,BW,2009,2009-07-05,0,CD,0
HICKS_B,BW,2009,2009-07-06,0,CD,0
HICKS_B,BW,2009,2009-07-07,0,CD,8.382
HICKS_B,BW,2009,2009-07-08,0,CD,14.732
HICKS_B,BW,2009,2009-07-09,0,CD,9.144
HICKS_B,BW,2009,2009-07-10,0,CD,0.254
HICKS_B,BW,2009,2009-07-11,0,CD,0
HICKS_B,BW,2009,2009-07-12,0,CD,0
HICKS_B,BW,2009,2009-07-13,0,CD,0
HICKS_B,BW,2009,2009-07-14,0,CD,0
HICKS_B,BW,2009,2009-07-15,0,CD,0
HICKS_B,BW,2009,2009-07-16,0,CD,0
HICKS_B,BW,2009,2009-07-17,0,CD,0
HICKS_B,BW,2010,2010-04-05,0,CD,0
HICKS_B,BW,2010,2010-04-06,0,CD,0.508
HICKS_B,BW,2010,2010-04-07,5.8106,CD,3.302
HICKS_B,BW,2010,2010-04-08,14.3029,CD,0
HICKS_B,BW,2010,2010-04-09,14.3029,CD,0
HICKS_B,BW,2010,2010-04-10,14.3029,CD,0
HICKS_B,BW,2010,2010-04-11,14.3029,CD,0
HICKS_B,BW,2010,2010-04-12,14.3029,CD,6.604
HICKS_B,BW,2010,2010-04-13,14.3029,CD,8.89
HICKS_B,BW,2010,2010-04-14,14.3029,CD,0
HICKS_B,BW,2010,2010-04-15,14.3029,CD,14.986
HICKS_B,BW,2010,2010-04-16,14.3029,CD,0
HICKS_B,BW,2010,2010-04-17,14.3029,CD,0
HICKS_B,BW,2010,2010-04-18,14.3029,CD,0
HICKS_B,BW,2010,2010-04-19,14.3029,CD,0
HICKS_B,BW,2010,2010-04-20,5.8106,CD,0
HICKS_B,BW,2010,2010-04-21,0,CD,0
HICKS_B,BW,2010,2010-04-22,0,CD,0
HICKS_B,BW,2010,2010-04-23,0,CD,0
HICKS_B,BW,2010,2010-04-24,0,CD,13.208
HICKS_B,BW,2010,2010-04-25,0,CD,1.27
HICKS_B,BW,2010,2010-04-26,0,CD,3.302
HICKS_B,BW,2010,2010-04-27,0,CD,0
HICKS_B,BW,2010,2010-04-28,0,CD,0
HICKS_B,BW,2010,2010-04-29,0,CD,0
HICKS_B,BW,2010,2010-04-30,0,CD,9.144
HICKS_B,BW,2010,2010-05-01,0,CD,0
HICKS_B,BW,2010,2010-05-02,0,CD,0
HICKS_B,BW,2010,2010-05-03,0,CD,0
HICKS_B,BW,2010,2010-05-04,0,CD,0
HICKS_B,BW,2010,2010-05-05,0,CD,0
HICKS_B,BW,2010,2010-05-06,0,CD,0
HICKS_B,BW,2010,2010-05-07,0,CD,6.604
HICKS_B,BW,2010,2010-05-08,0,CD,2.54
HICKS_B,BW,2010,2010-05-09,0,CD,0
HICKS_B,BW,2010,2010-05-10,0,CD,0
HICKS_B,BW,2010,2010-05-11,0,CD,33.782
HICKS_B,BW,2010,2010-05-12,0,CD,0.762
HICKS_B,BW,2010,2010-05-13,0,CD,4.826
HICKS_B,BW,2010,2010-05-14,0,CD,0
HICKS_B,BW,2010,2010-05-15,0,CD,0
HICKS_B,BW,2010,2010-05-16,0,CD,0
HICKS_B,BW,2010,2010-05-17,0,CD,0
HICKS_B,BW,2010,2010-05-18,0,CD,0
HICKS_B,BW,2010,2010-05-19,0,CD,0
HICKS_B,BW,2010,2010-05-20,0,CD,0
HICKS_B,BW,2010,2010-05-21,0,CD,0
HICKS_B,BW,2010,2010-05-22,0,CD,3.81
HICKS_B,BW,2010,2010-05-23,0,CD,0
HICKS_B,BW,2010,2010-05-24,0,CD,0.508
HICKS_B,BW,2010,2010-05-25,0,CD,0
HICKS_B,BW,2010,2010-05-26,0,CD,0
HICKS_B,BW,2010,2010-05-27,0,CD,0
HICKS_B,BW,2010,2010-05-28,0,CD,0
HICKS_B,BW,2010,2010-05-29,0,CD,0
HICKS_B,BW,2010,2010-05-30,0,CD,0
HICKS_B,BW,2010,2010-05-31,0,CD,2.54
HICKS_B,BW,2010,2010-06-01,0,CD,0
HICKS_B,BW,2010,2010-06-02,0,CD,0
HICKS_B,BW,2010,2010-06-03,0,CD,0
HICKS_B,BW,2010,2010-06-04,0,CD,17.78
HICKS_B,BW,2010,2010-06-05,0,CD,0
HICKS_B,BW,2010,2010-06-06,0,CD,5.842
HICKS_B,BW,2010,2010-06-07,0,CD,0
HICKS_B,BW,2010,2010-06-08,0,CD,7.112
HICKS_B,BW,2010,2010-06-09,0,CD,0.762
HICKS_B,BW,2010,2010-06-10,7.8006,CD,0.508
HICKS_B,BW,2010,2010-06-11,8.6571,CD,77.47
HICKS_B,BW,2010,2010-06-12,7.353,CD,18.288
HICKS_B,BW,2010,2010-06-13,6.0036,CD,1.27
HICKS_B,BW,2010,2010-06-14,5.1429,CD,10.922
HICKS_B,BW,2010,2010-06-15,3.5457,CD,6.096
HICKS_B,BW,2010,2010-06-16,2.3718,CD,0
HICKS_B,BW,2010,2010-06-17,1.2377,CD,0
HICKS_B,BW,2010,2010-06-18,0.1391,CD,0.508
HICKS_B,BW,2010,2010-06-19,0,CD,0
HICKS_B,BW,2010,2010-06-20,0,CD,1.016
HICKS_B,BW,2010,2010-06-21,0,CD,0.254
HICKS_B,BW,2010,2010-06-22,0,CD,1.778
HICKS_B,BW,2010,2010-06-23,0,CD,37.846
HICKS_B,BW,2010,2010-06-24,0,CD,0
HICKS_B,BW,2010,2010-06-25,0,CD,0
HICKS_B,BW,2010,2010-06-26,0,CD,1.016
HICKS_B,BW,2010,2010-06-27,0,CD,26.67
HICKS_B,BW,2010,2010-06-28,0,CD,0.508
HICKS_B,BW,2010,2010-06-29,0,CD,0
HICKS_B,BW,2010,2010-06-30,0,CD,0
HICKS_B,BW,2010,2010-07-01,0,CD,0
HICKS_B,BW,2010,2010-07-02,0,CD,0
HICKS_B,BW,2010,2010-07-03,0,CD,0
HICKS_B,BW,2010,2010-07-04,0,CD,3.556
HICKS_B,BW,2010,2010-07-05,0,CD,0
HICKS_B,BW,2010,2010-07-06,0,CD,13.97
HICKS_B,BW,2010,2010-07-07,0,CD,0.762
HICKS_B,BW,2010,2010-07-08,0,CD,0
HICKS_B,BW,2010,2010-07-09,0,CD,0
HICKS_B,BW,2010,2010-07-10,0,CD,0
HICKS_B,BW,2010,2010-07-11,0,CD,5.588
HICKS_B,BW,2010,2010-07-12,0,CD,0
HICKS_B,BW,2010,2010-07-13,0,CD,0
HICKS_B,BW,2010,2010-07-14,0,CD,0
HICKS_B,BW,2010,2010-07-15,0,CD,0
HICKS_B,BW,2010,2010-07-16,0,CD,0
HICKS_B,BW,2010,2010-07-17,0,CD,0
HICKS_B,BW,2010,2010-07-18,0,CD,8.128
HICKS_B,BW,2010,2010-07-19,0,CD,0.254
HICKS_B,BW,2010,2010-07-20,0,CD,0
HICKS_B,BW,2010,2010-07-21,0,CD,0
HICKS_B,BW,2010,2010-07-22,0,CD,19.304
HICKS_B,BW,2010,2010-07-23,0,CD,0.508
HICKS_B,BW,2010,2010-07-24,0,CD,36.83
HICKS_B,BW,2010,2010-07-25,0,CD,0
HICKS_B,BW,2010,2010-07-26,0,CD,0
HICKS_B,BW,2010,2010-07-27,0,CD,0
HICKS_B,BW,2010,2010-07-28,0,CD,20.574
HICKS_B,BW,2010,2010-07-29,0,CD,0
HICKS_B,BW,2010,2010-07-30,0,CD,1.016
HICKS_B,BW,2010,2010-07-31,0,CD,0
HICKS_B,BW,2010,2010-08-01,0,CD,0
HICKS_B,BW,2010,2010-08-02,0,CD,0
HICKS_B,BW,2010,2010-08-03,0,CD,0
HICKS_B,BW,2010,2010-08-04,0,CD,0
HICKS_B,BW,2010,2010-08-05,0,CD,0
HICKS_B,BW,2010,2010-08-06,0,CD,0
HICKS_B,BW,2010,2010-08-07,0,CD,22.098
HICKS_B,BW,2010,2010-08-08,0,CD,0
HICKS_B,BW,2010,2010-08-09,0,CD,4.064
HICKS_B,BW,2010,2010-08-10,0,CD,4.826
HICKS_B,BW,2010,2010-08-11,0,CD,9.144
HICKS_B,BW,2010,2010-08-12,0,CD,0
HICKS_B,BW,2010,2010-08-13,0,CD,8.128
HICKS_B,BW,2010,2010-08-14,0,CD,0
HICKS_B,BW,2010,2010-08-15,0,CD,1.016
HICKS_B,BW,2010,2010-08-16,0,CD,0
HICKS_B,BW,2010,2010-08-17,0,CD,0
HICKS_B,BW,2010,2010-08-18,0,CD,0
HICKS_B,BW,2010,2010-08-19,0,CD,0
HICKS_B,BW,2010,2010-08-20,0,CD,5.334
HICKS_B,BW,2010,2010-08-21,0,CD,0
HICKS_B,BW,2010,2010-08-22,0,CD,0
HICKS_B,BW,2010,2010-08-23,0,CD,0
HICKS_B,BW,2010,2010-08-24,0,CD,19.304
HICKS_B,BW,2010,2010-08-25,0,CD,0
HICKS_B,BW,2010,2010-08-26,0,CD,0
HICKS_B,BW,2010,2010-08-27,0,CD,0
HICKS_B,BW,2010,2010-08-28,0,CD,0
HICKS_B,BW,2010,2010-08-29,0,CD,0
HICKS_B,BW,2010,2010-08-30,0,CD,0
HICKS_B,BW,2010,2010-08-31,0,CD,28.194
HICKS_B,BW,2010,2010-09-01,0.9339,CD,0.508
HICKS_B,BW,2010,2010-09-02,1.9757,CD,60.96
HICKS_B,BW,2010,2010-09-03,0.9146,CD,1.778
HICKS_B,BW,2010,2010-09-04,0.0077,CD,0
HICKS_B,BW,2010,2010-09-05,0,CD,0
HICKS_B,BW,2010,2010-09-06,0,CD,0
HICKS_B,BW,2010,2010-09-07,0,CD,1.524
HICKS_B,BW,2010,2010-09-08,0.127,CD,0.508
HICKS_B,BW,2010,2010-09-09,1.4411,CD,30.48
HICKS_B,BW,2010,2010-09-10,1.9543,CD,1.27
HICKS_B,BW,2010,2010-09-11,0.6391,CD,5.08
HICKS_B,BW,2010,2010-09-12,0,CD,0
HICKS_B,BW,2010,2010-09-13,0,CD,0
HICKS_B,BW,2010,2010-09-14,2.9256,CD,0
HICKS_B,BW,2010,2010-09-15,5.7142,CD,11.684
HICKS_B,BW,2010,2010-09-16,3.3139,CD,21.59
HICKS_B,BW,2010,2010-09-17,1.6752,CD,0.508
HICKS_B,BW,2010,2010-09-18,0.8063,CD,0
HICKS_B,BW,2010,2010-09-19,0.2275,CD,0
HICKS_B,BW,2010,2010-09-20,0,CD,0
HICKS_B,BW,2010,2010-09-21,0.8095,CD,8.89
HICKS_B,BW,2010,2010-09-22,14.3029,CD,0
HICKS_B,BW,2010,2010-09-23,14.3029,CD,122.682
HICKS_B,BW,2010,2010-09-24,14.3029,CD,27.94
HICKS_B,BW,2010,2010-09-25,14.3029,CD,2.794
HICKS_B,BW,2010,2010-09-26,14.3029,CD,2.032
HICKS_B,BW,2010,2010-09-27,12.4613,CD,0
HICKS_B,BW,2010,2010-09-28,0.8292,CD,0
HICKS_B,BW,2010,2010-09-29,0,CD,0
HICKS_B,BW,2010,2010-09-30,0,CD,0
HICKS_B,BW,2010,2010-10-01,0,CD,0
HICKS_B,BW,2010,2010-10-02,0,CD,0
HICKS_B,BW,2010,2010-10-03,0,CD,0
HICKS_B,BW,2010,2010-10-04,0,CD,0
HICKS_B,BW,2010,2010-10-05,0,CD,0
HICKS_B,BW,2010,2010-10-06,0,CD,0
HICKS_B,BW,2010,2010-10-07,0,CD,0
HICKS_B,BW,2010,2010-10-08,0,CD,0
HICKS_B,BW,2010,2010-10-09,0,CD,0
HICKS_B,BW,2010,2010-10-10,0,CD,0
HICKS_B,BW,2010,2010-10-11,0,CD,0
HICKS_B,BW,2010,2010-10-12,0,CD,0
HICKS_B,BW,2010,2010-10-13,0,CD,0
HICKS_B,BW,2010,2010-10-14,0,CD,0
HICKS_B,BW,2010,2010-10-15,0,CD,0
HICKS_B,BW,2010,2010-10-16,0,CD,0
HICKS_B,BW,2010,2010-10-17,0,CD,0
HICKS_B,BW,2010,2010-10-18,0,CD,0
HICKS_B,BW,2010,2010-10-19,0,CD,0
HICKS_B,BW,2010,2010-10-20,0,CD,0
HICKS_B,BW,2010,2010-10-21,0,CD,0
HICKS_B,BW,2010,2010-10-22,0,CD,0
HICKS_B,BW,2010,2010-10-23,0,CD,0
HICKS_B,BW,2010,2010-10-24,0,CD,2.032
HICKS_B,BW,2010,2010-10-25,0,CD,0
HICKS_B,BW,2010,2010-10-26,0,CD,0
HICKS_B,BW,2010,2010-10-27,0,CD,0.508
HICKS_B,BW,2010,2010-10-28,0,CD,0
HICKS_B,BW,2010,2010-10-29,0,CD,0
HICKS_B,BW,2010,2010-10-30,0,CD,0
HICKS_B,BW,2010,2010-10-31,0,CD,0
HICKS_B,BW,2010,2010-11-01,0,CD,0
HICKS_B,BW,2010,2010-11-02,0,CD,0
HICKS_B,BW,2010,2010-11-03,0,CD,0
HICKS_B,BW,2010,2010-11-04,0,CD,0
HICKS_B,BW,2010,2010-11-05,0,CD,0
HICKS_B,BW,2010,2010-11-06,0,CD,0
HICKS_B,BW,2010,2010-11-07,0,CD,0
HICKS_B,BW,2010,2010-11-08,0,CD,0
HICKS_B,BW,2010,2010-11-09,0,CD,0
HICKS_B,BW,2010,2010-11-10,0,CD,0
HICKS_B,BW,2010,2010-11-11,0,CD,10.16
HICKS_B,BW,2010,2010-11-12,0,CD,0
HICKS_B,BW,2010,2010-11-13,0,CD,0
HICKS_B,BW,2010,2010-11-14,0,CD,0
HICKS_B,BW,2010,2010-11-15,0,CD,0
HICKS_B,BW,2010,2010-11-16,0,CD,1.778
HICKS_B,BW,2010,2010-11-17,0,CD,0
HICKS_B,BW,2010,2010-11-18,0,CD,0
HICKS_B,BW,2010,2010-11-19,0,CD,0
HICKS_B,BW,2010,2010-11-20,0,CD,0
HICKS_B,BW,2010,2010-11-21,0,CD,0
HICKS_B,BW,2011,2011-09-09,0,CD,0
HICKS_B,BW,2011,2011-09-10,0,CD,0
HICKS_B,BW,2011,2011-09-11,0,CD,0
HICKS_B,BW,2011,2011-09-12,0,CD,0
HICKS_B,BW,2011,2011-09-13,0,CD,0
HICKS_B,BW,2011,2011-09-14,0,CD,0
HICKS_B,BW,2011,2011-09-15,0,CD,0
HICKS_B,BW,2011,2011-09-16,0,CD,0.508
HICKS_B,BW,2011,2011-09-17,0,CD,0
HICKS_B,BW,2011,2011-09-18,0,CD,5.588
HICKS_B,BW,2011,2011-09-19,0,CD,0
HICKS_B,BW,2011,2011-09-20,0,CD,0.3
HICKS_B,BW,2011,2011-09-21,0,CD,0.254
HICKS_B,BW,2011,2011-09-22,0,CD,0.254
HICKS_B,BW,2011,2011-09-23,0,CD,0
HICKS_B,BW,2011,2011-09-24,0,CD,0
HICKS_B,BW,2011,2011-09-25,0,CD,0
HICKS_B,BW,2011,2011-09-26,0,CD,0
HICKS_B,BW,2011,2011-09-27,0,CD,0
HICKS_B,BW,2011,2011-09-28,0,CD,0
HICKS_B,BW,2011,2011-09-29,0,CD,0
HICKS_B,BW,2011,2011-09-30,0,CD,0
HICKS_B,BW,2011,2011-10-01,0,CD,0
HICKS_B,BW,2011,2011-10-02,0,CD,0
HICKS_B,BW,2011,2011-10-03,0,CD,0
HICKS_B,BW,2011,2011-10-04,0,CD,0
HICKS_B,BW,2011,2011-10-05,0,CD,0
HICKS_B,BW,2011,2011-10-06,0,CD,0
HICKS_B,BW,2011,2011-10-07,0,CD,0
HICKS_B,BW,2011,2011-10-08,0,CD,7.112
HICKS_B,BW,2011,2011-10-09,0,CD,1.778
HICKS_B,BW,2011,2011-10-10,0,CD,0.8
HICKS_B,BW,2011,2011-10-11,0,CD,0.254
HICKS_B,BW,2011,2011-10-12,0,CD,1.8
HICKS_B,BW,2011,2011-10-13,0,CD,1.016
HICKS_B,BW,2011,2011-10-14,0,CD,0.508
HICKS_B,BW,2011,2011-10-15,0,CD,0.762
HICKS_B,BW,2011,2011-10-16,0,CD,0
HICKS_B,BW,2011,2011-10-17,0,CD,0
HICKS_B,BW,2011,2011-10-18,0,CD,0
HICKS_B,BW,2011,2011-10-19,0,CD,0
HICKS_B,BW,2011,2011-10-20,0,CD,0
HICKS_B,BW,2011,2011-10-21,0,CD,0
HICKS_B,BW,2011,2011-10-22,0,CD,0
HICKS_B,BW,2011,2011-10-23,0,CD,0
HICKS_B,BW,2011,2011-10-24,0,CD,0
HICKS_B,BW,2011,2011-10-25,0,CD,0
HICKS_B,BW,2011,2011-10-26,0,CD,0
HICKS_B,BW,2011,2011-10-27,0,CD,0
HICKS_B,BW,2011,2011-10-28,0,CD,0
HICKS_B,BW,2011,2011-10-29,0,CD,0
HICKS_B,BW,2011,2011-10-30,0,CD,0
HICKS_B,BW,2011,2011-10-31,0,CD,0
HICKS_B,BW,2011,2011-11-01,0,CD,0.3
HICKS_B,BW,2011,2011-11-02,0,CD,1.8
HICKS_B,BW,2011,2011-11-03,0,CD,0
HICKS_B,BW,2011,2011-11-04,0,CD,0
HICKS_B,BW,2011,2011-11-05,0,CD,0
HICKS_B,BW,2011,2011-11-06,0,CD,0
HICKS_B,BW,2011,2011-11-07,0,CD,0
HICKS_B,BW,2011,2011-11-08,0,CD,0
HICKS_B,BW,2011,2011-11-09,0,CD,0
HICKS_B,BW,2011,2011-11-10,0,CD,0
HICKS_B,BW,2011,2011-11-11,0,CD,0
HICKS_B,BW,2011,2011-11-12,0,CD,0
HICKS_B,BW,2011,2011-11-13,0,CD,0
HICKS_B,BW,2011,2011-11-14,0,CD,0
HICKS_B,BW,2011,2011-11-15,0,CD,0
HICKS_B,BW,2011,2011-11-16,0,CD,0
HICKS_B,BW,2011,2011-11-17,0,CD,0
HICKS_B,BW,2011,2011-11-18,0,CD,0
HICKS_B,BW,2011,2011-11-19,0,CD,0
HICKS_B,BW,2011,2011-11-20,0,CD,0
HICKS_B,BW,2011,2011-11-21,0,CD,0
HICKS_B,BW,2011,2011-11-22,0,CD,0
HICKS_B,BW,2011,2011-11-23,0,CD,0
HICKS_B,BW,2011,2011-11-24,0,CD,0
HICKS_B,BW,2011,2011-11-25,0,CD,0
HICKS_B,BW,2011,2011-11-26,0,CD,0
HICKS_B,BW,2011,2011-11-27,0,CD,0
HICKS_B,BW,2011,2011-11-28,0,CD,0
HICKS_B,BW,2011,2011-11-29,0,CD,0
HICKS_B,BW,2011,2011-11-30,0,CD,0
HICKS_B,BW,2011,2011-12-01,0,CD,0
HICKS_B,BW,2011,2011-12-02,0,CD,0
HICKS_B,BW,2011,2011-12-03,0,CD,0
HICKS_B,BW,2011,2011-12-04,0,CD,0
HICKS_B,BW,2011,2011-12-05,0,CD,0
HICKS_B,BW,2011,2011-12-06,0,CD,0
HICKS_B,BW,2011,2011-12-07,0,CD,0
HICKS_B,BW,2011,2011-12-08,0,CD,0
HICKS_B,BW,2011,2011-12-09,0,CD,0
HICKS_B,BW,2011,2011-12-10,0,CD,0
HICKS_B,BW,2011,2011-12-11,0,CD,0
HICKS_B,BW,2011,2011-12-12,0,CD,0
HICKS_B,BW,2011,2011-12-13,0,CD,0
HICKS_B,BW,2011,2011-12-14,0,CD,4.064
HICKS_B,BW,2011,2011-12-15,0,CD,0
HICKS_B,BW,2011,2011-12-16,0,CD,0
HICKS_B,BW,2011,2011-12-17,0,CD,0
