siteid,plotid,dwm,year,date,flow
SERF_IA,S1,SH,2015,2015-06-22,0.063469789
SERF_IA,S1,SH,2015,2015-06-23,0
SERF_IA,S1,SH,2015,2015-06-24,1.513838363
SERF_IA,S1,SH,2015,2015-06-25,6.550523991
SERF_IA,S1,SH,2015,2015-06-26,4.060747379
SERF_IA,S1,SH,2015,2015-06-27,0.882210183
SERF_IA,S1,SH,2015,2015-06-28,0.10850998
SERF_IA,S1,SH,2015,2015-06-29,0.003121947
SERF_IA,S1,SH,2015,2015-06-30,0
SERF_IA,S1,SH,2015,2015-07-01,0
SERF_IA,S1,SH,2015,2015-07-02,0
SERF_IA,S1,SH,2015,2015-07-03,0
SERF_IA,S1,SH,2015,2015-07-04,0
SERF_IA,S1,SH,2015,2015-07-05,0
SERF_IA,S1,SH,2015,2015-07-06,0
SERF_IA,S1,SH,2015,2015-07-07,0.040192383
SERF_IA,S1,SH,2015,2015-07-08,0
SERF_IA,S1,SH,2015,2015-07-09,0
SERF_IA,S1,SH,2015,2015-07-10,0
SERF_IA,S1,SH,2015,2015-07-11,3.207916729
SERF_IA,S1,SH,2015,2015-07-12,2.784934328
SERF_IA,S1,SH,2015,2015-07-13,0.102305803
SERF_IA,S1,SH,2015,2015-07-14,0
SERF_IA,S1,SH,2015,2015-07-15,0
SERF_IA,S1,SH,2015,2015-07-16,0.882664125
SERF_IA,S1,SH,2015,2015-07-17,2.38348394
SERF_IA,S1,SH,2015,2015-07-18,0.049418818
SERF_IA,S1,SH,2015,2015-07-19,0
SERF_IA,S1,SH,2015,2015-07-20,0
SERF_IA,S1,SH,2015,2015-07-21,0
SERF_IA,S1,SH,2015,2015-07-22,0
SERF_IA,S1,SH,2015,2015-07-23,0
SERF_IA,S1,SH,2015,2015-07-24,0
SERF_IA,S1,SH,2015,2015-07-25,0
SERF_IA,S1,SH,2015,2015-07-26,0
SERF_IA,S1,SH,2015,2015-07-27,0
SERF_IA,S1,SH,2015,2015-07-28,0
SERF_IA,S1,SH,2015,2015-07-29,0
SERF_IA,S1,SH,2015,2015-07-30,0
SERF_IA,S1,SH,2015,2015-07-31,0
SERF_IA,S1,SH,2015,2015-08-01,0
SERF_IA,S1,SH,2015,2015-08-02,0
SERF_IA,S1,SH,2015,2015-08-03,0
SERF_IA,S1,SH,2015,2015-08-04,0
SERF_IA,S1,SH,2015,2015-08-05,0
SERF_IA,S1,SH,2015,2015-08-06,0
SERF_IA,S1,SH,2015,2015-08-07,0
SERF_IA,S1,SH,2015,2015-08-08,0
SERF_IA,S1,SH,2015,2015-08-09,0.550326045
SERF_IA,S1,SH,2015,2015-08-10,0.009951637
SERF_IA,S1,SH,2015,2015-08-11,0
SERF_IA,S1,SH,2015,2015-08-12,0
SERF_IA,S1,SH,2015,2015-08-13,0
SERF_IA,S1,SH,2015,2015-08-14,0
SERF_IA,S1,SH,2015,2015-08-15,0
SERF_IA,S1,SH,2015,2015-08-16,0
SERF_IA,S1,SH,2015,2015-08-17,0
SERF_IA,S1,SH,2015,2015-08-18,0
SERF_IA,S1,SH,2015,2015-08-19,0
SERF_IA,S1,SH,2015,2015-08-20,0
SERF_IA,S1,SH,2015,2015-08-21,0
SERF_IA,S1,SH,2015,2015-08-22,0
SERF_IA,S1,SH,2015,2015-08-23,0
SERF_IA,S1,SH,2015,2015-08-24,0
SERF_IA,S1,SH,2015,2015-08-25,0
SERF_IA,S1,SH,2015,2015-08-26,0
SERF_IA,S1,SH,2015,2015-08-27,0
SERF_IA,S1,SH,2015,2015-08-28,0
SERF_IA,S1,SH,2015,2015-08-29,0
SERF_IA,S1,SH,2015,2015-08-30,0
SERF_IA,S1,SH,2015,2015-08-31,0
SERF_IA,S1,SH,2015,2015-09-01,0
SERF_IA,S1,SH,2015,2015-09-02,0
SERF_IA,S1,SH,2015,2015-09-03,0
SERF_IA,S1,SH,2015,2015-09-04,0
SERF_IA,S1,SH,2015,2015-09-05,0
SERF_IA,S1,SH,2015,2015-09-06,0
SERF_IA,S1,SH,2015,2015-09-07,0
SERF_IA,S1,SH,2015,2015-09-08,0
SERF_IA,S1,SH,2015,2015-09-09,0
SERF_IA,S1,SH,2015,2015-09-10,0
SERF_IA,S1,SH,2015,2015-09-11,0
SERF_IA,S1,SH,2015,2015-09-12,0
SERF_IA,S1,SH,2015,2015-09-13,0
SERF_IA,S1,SH,2015,2015-09-14,0
SERF_IA,S1,SH,2015,2015-09-15,0
SERF_IA,S1,SH,2015,2015-09-16,0
SERF_IA,S1,SH,2015,2015-09-17,0
SERF_IA,S1,SH,2015,2015-09-18,0
SERF_IA,S1,SH,2015,2015-09-19,0
SERF_IA,S1,SH,2015,2015-09-20,0
SERF_IA,S1,SH,2015,2015-09-21,0
SERF_IA,S1,SH,2015,2015-09-22,0
SERF_IA,S1,SH,2015,2015-09-23,0
SERF_IA,S1,SH,2015,2015-09-24,0
SERF_IA,S1,SH,2015,2015-09-25,0
SERF_IA,S1,SH,2015,2015-09-26,0
SERF_IA,S1,SH,2015,2015-09-27,0
SERF_IA,S1,SH,2015,2015-09-28,0
SERF_IA,S1,SH,2015,2015-09-29,0
SERF_IA,S1,SH,2015,2015-09-30,0
SERF_IA,S1,SH,2015,2015-10-01,0
SERF_IA,S1,SH,2015,2015-10-02,0
SERF_IA,S1,SH,2015,2015-10-03,0
SERF_IA,S1,SH,2015,2015-10-04,0
SERF_IA,S1,SH,2015,2015-10-05,0
SERF_IA,S1,SH,2015,2015-10-06,0
SERF_IA,S1,SH,2015,2015-10-07,0
SERF_IA,S1,SH,2015,2015-10-08,0
SERF_IA,S1,SH,2015,2015-10-09,0
SERF_IA,S1,SH,2015,2015-10-10,0
SERF_IA,S1,SH,2015,2015-10-11,0
SERF_IA,S1,SH,2015,2015-10-12,0
SERF_IA,S1,SH,2015,2015-10-13,0
SERF_IA,S1,SH,2015,2015-10-14,0
SERF_IA,S1,SH,2015,2015-10-15,0
SERF_IA,S1,SH,2015,2015-10-16,0
SERF_IA,S1,SH,2015,2015-10-17,0
SERF_IA,S1,SH,2015,2015-10-18,0
SERF_IA,S1,SH,2015,2015-10-19,0
SERF_IA,S1,SH,2015,2015-10-20,0
SERF_IA,S1,SH,2015,2015-10-21,0
SERF_IA,S1,SH,2015,2015-10-22,0
SERF_IA,S1,SH,2015,2015-10-23,0
SERF_IA,S1,SH,2015,2015-10-24,0
SERF_IA,S1,SH,2015,2015-10-25,0
SERF_IA,S1,SH,2015,2015-10-26,0
SERF_IA,S1,SH,2015,2015-10-27,0
SERF_IA,S1,SH,2015,2015-10-28,0
SERF_IA,S1,SH,2015,2015-10-29,0
SERF_IA,S1,SH,2015,2015-10-30,0
SERF_IA,S1,SH,2015,2015-10-31,0
SERF_IA,S1,SH,2015,2015-11-01,0
SERF_IA,S1,SH,2015,2015-11-02,0
SERF_IA,S1,SH,2015,2015-11-03,0
SERF_IA,S1,SH,2015,2015-11-04,0
SERF_IA,S1,SH,2015,2015-11-05,0
SERF_IA,S1,SH,2015,2015-11-06,0
SERF_IA,S1,SH,2015,2015-11-07,0
SERF_IA,S1,SH,2015,2015-11-08,0
SERF_IA,S1,SH,2015,2015-11-09,0
SERF_IA,S1,SH,2015,2015-11-10,0
SERF_IA,S1,SH,2015,2015-11-11,0.285095588
SERF_IA,S1,SH,2015,2015-11-12,0.260105411
SERF_IA,S1,SH,2015,2015-11-13,0
SERF_IA,S1,SH,2015,2015-11-14,0
SERF_IA,S1,SH,2015,2015-11-15,0
SERF_IA,S1,SH,2015,2015-11-16,0
SERF_IA,S1,SH,2015,2015-11-17,1.257701054
SERF_IA,S1,SH,2015,2015-11-18,3.079933953
SERF_IA,S1,SH,2015,2015-11-19,0.107987606
SERF_IA,S1,SH,2015,2015-11-20,0
SERF_IA,S1,SH,2015,2015-11-21,0
SERF_IA,S1,SH,2015,2015-11-22,0
SERF_IA,S1,SH,2015,2015-11-23,0
SERF_IA,S1,SH,2015,2015-11-24,0
SERF_IA,S1,SH,2015,2015-11-25,0
SERF_IA,S1,SH,2015,2015-11-26,0
SERF_IA,S1,SH,2015,2015-11-27,0
SERF_IA,S1,SH,2015,2015-11-28,0
SERF_IA,S1,SH,2015,2015-11-29,0
SERF_IA,S1,SH,2015,2015-11-30,0
SERF_IA,S1,SH,2015,2015-12-01,0.316015038
SERF_IA,S1,SH,2015,2015-12-02,0.16654069
SERF_IA,S1,SH,2015,2015-12-03,0.002008847
SERF_IA,S1,SH,2015,2015-12-04,0
SERF_IA,S1,SH,2015,2015-12-05,0
SERF_IA,S1,SH,2015,2015-12-06,0
SERF_IA,S1,SH,2015,2015-12-07,0
SERF_IA,S1,SH,2015,2015-12-08,0
SERF_IA,S1,SH,2015,2015-12-09,0
SERF_IA,S1,SH,2015,2015-12-10,0
SERF_IA,S1,SH,2015,2015-12-11,0
SERF_IA,S1,SH,2015,2015-12-12,0
SERF_IA,S1,SH,2015,2015-12-13,0.694622143
SERF_IA,S1,SH,2015,2015-12-14,3.302695825
SERF_IA,S1,SH,2015,2015-12-15,0.961951893
SERF_IA,S1,SH,2015,2015-12-16,0.175633712
SERF_IA,S1,SH,2015,2015-12-17,4.65e-5
SERF_IA,S1,SH,2015,2015-12-18,0
SERF_IA,S1,SH,2015,2015-12-19,0
SERF_IA,S1,SH,2015,2015-12-20,0
SERF_IA,S1,SH,2015,2015-12-21,1.483441625
SERF_IA,S1,SH,2015,2015-12-22,0.635918797
SERF_IA,S1,SH,2015,2015-12-23,1.187448642
SERF_IA,S1,SH,2015,2015-12-24,0.99614338
SERF_IA,S1,SH,2015,2015-12-25,0.104951128
SERF_IA,S1,SH,2015,2015-12-26,0.041706058
SERF_IA,S1,SH,2015,2015-12-27,0
SERF_IA,S1,SH,2015,2015-12-28,0.027471495
SERF_IA,S1,SH,2015,2015-12-29,0
SERF_IA,S1,SH,2015,2015-12-30,0
SERF_IA,S1,SH,2015,2015-12-31,0
SERF_IA,S1,SH,2016,2016-01-01,0
SERF_IA,S1,SH,2016,2016-01-02,0
SERF_IA,S1,SH,2016,2016-01-03,0
SERF_IA,S1,SH,2016,2016-01-04,0
SERF_IA,S1,SH,2016,2016-01-05,0
SERF_IA,S1,SH,2016,2016-01-06,0
SERF_IA,S1,SH,2016,2016-01-07,0
SERF_IA,S1,SH,2016,2016-01-08,0
SERF_IA,S1,SH,2016,2016-01-09,0
SERF_IA,S1,SH,2016,2016-01-10,0
SERF_IA,S1,SH,2016,2016-01-11,0
SERF_IA,S1,SH,2016,2016-01-12,0
SERF_IA,S1,SH,2016,2016-01-13,0
SERF_IA,S1,SH,2016,2016-01-14,0
SERF_IA,S1,SH,2016,2016-01-15,0
SERF_IA,S1,SH,2016,2016-01-16,0
SERF_IA,S1,SH,2016,2016-01-17,0
SERF_IA,S1,SH,2016,2016-01-18,0
SERF_IA,S1,SH,2016,2016-01-19,0
SERF_IA,S1,SH,2016,2016-01-20,0
SERF_IA,S1,SH,2016,2016-01-21,0
SERF_IA,S1,SH,2016,2016-01-22,0
SERF_IA,S1,SH,2016,2016-01-23,0
SERF_IA,S1,SH,2016,2016-01-24,0
SERF_IA,S1,SH,2016,2016-01-25,0
SERF_IA,S1,SH,2016,2016-01-26,0
SERF_IA,S1,SH,2016,2016-01-27,0
SERF_IA,S1,SH,2016,2016-01-28,0
SERF_IA,S1,SH,2016,2016-01-29,0
SERF_IA,S1,SH,2016,2016-01-30,0
SERF_IA,S1,SH,2016,2016-01-31,0
SERF_IA,S1,SH,2016,2016-02-01,0
SERF_IA,S1,SH,2016,2016-02-02,0
SERF_IA,S1,SH,2016,2016-02-03,0
SERF_IA,S1,SH,2016,2016-02-04,0
SERF_IA,S1,SH,2016,2016-02-05,0
SERF_IA,S1,SH,2016,2016-02-06,0
SERF_IA,S1,SH,2016,2016-02-07,0
SERF_IA,S1,SH,2016,2016-02-08,0
SERF_IA,S1,SH,2016,2016-02-09,0
SERF_IA,S1,SH,2016,2016-02-10,0
SERF_IA,S1,SH,2016,2016-02-11,0
SERF_IA,S1,SH,2016,2016-02-12,0
SERF_IA,S1,SH,2016,2016-02-13,0
SERF_IA,S1,SH,2016,2016-02-14,0
SERF_IA,S1,SH,2016,2016-02-15,0
SERF_IA,S1,SH,2016,2016-02-16,0
SERF_IA,S1,SH,2016,2016-02-17,0
SERF_IA,S1,SH,2016,2016-02-18,0
SERF_IA,S1,SH,2016,2016-02-19,0
SERF_IA,S1,SH,2016,2016-02-20,0
SERF_IA,S1,SH,2016,2016-02-21,0
SERF_IA,S1,SH,2016,2016-02-22,0
SERF_IA,S1,SH,2016,2016-02-23,0
SERF_IA,S1,SH,2016,2016-02-24,0
SERF_IA,S1,SH,2016,2016-02-25,0
SERF_IA,S1,SH,2016,2016-02-26,0
SERF_IA,S1,SH,2016,2016-02-27,0
SERF_IA,S1,SH,2016,2016-02-28,0
SERF_IA,S1,SH,2016,2016-02-29,0
SERF_IA,S1,SH,2016,2016-03-01,0
SERF_IA,S1,SH,2016,2016-03-02,0
SERF_IA,S1,SH,2016,2016-03-03,0
SERF_IA,S1,SH,2016,2016-03-04,0
SERF_IA,S1,SH,2016,2016-03-05,0
SERF_IA,S1,SH,2016,2016-03-06,0
SERF_IA,S1,SH,2016,2016-03-07,0
SERF_IA,S1,SH,2016,2016-03-08,0
SERF_IA,S1,SH,2016,2016-03-09,0
SERF_IA,S1,SH,2016,2016-03-10,0
SERF_IA,S1,SH,2016,2016-03-11,0
SERF_IA,S1,SH,2016,2016-03-12,0
SERF_IA,S1,SH,2016,2016-03-13,0.142071
SERF_IA,S1,SH,2016,2016-03-14,0.177582
SERF_IA,S1,SH,2016,2016-03-15,1.830975
SERF_IA,S1,SH,2016,2016-03-16,5.719609
SERF_IA,S1,SH,2016,2016-03-17,0.738671
SERF_IA,S1,SH,2016,2016-03-18,0.078397
SERF_IA,S1,SH,2016,2016-03-19,0.002795
SERF_IA,S1,SH,2016,2016-03-20,0
SERF_IA,S1,SH,2016,2016-03-21,0
SERF_IA,S1,SH,2016,2016-03-22,0
SERF_IA,S1,SH,2016,2016-03-23,0
SERF_IA,S1,SH,2016,2016-03-24,0
SERF_IA,S1,SH,2016,2016-03-25,0.00473
SERF_IA,S1,SH,2016,2016-03-26,0.037521
SERF_IA,S1,SH,2016,2016-03-27,0.152012
SERF_IA,S1,SH,2016,2016-03-28,0.267078
SERF_IA,S1,SH,2016,2016-03-29,0.028616
SERF_IA,S1,SH,2016,2016-03-30,0.059888
SERF_IA,S1,SH,2016,2016-03-31,0.905394
SERF_IA,S1,SH,2016,2016-04-01,0.224464
SERF_IA,S1,SH,2016,2016-04-02,0.159359
SERF_IA,S1,SH,2016,2016-04-03,0.020121
SERF_IA,S1,SH,2016,2016-04-04,0
SERF_IA,S1,SH,2016,2016-04-05,0
SERF_IA,S1,SH,2016,2016-04-06,0
SERF_IA,S1,SH,2016,2016-04-07,0
SERF_IA,S1,SH,2016,2016-04-08,0
SERF_IA,S1,SH,2016,2016-04-09,0
SERF_IA,S1,SH,2016,2016-04-10,0
SERF_IA,S1,SH,2016,2016-04-11,0
SERF_IA,S1,SH,2016,2016-04-12,0
SERF_IA,S1,SH,2016,2016-04-13,0
SERF_IA,S1,SH,2016,2016-04-14,0
SERF_IA,S1,SH,2016,2016-04-15,0
SERF_IA,S1,SH,2016,2016-04-16,0
SERF_IA,S1,SH,2016,2016-04-17,0
SERF_IA,S1,SH,2016,2016-04-18,0
SERF_IA,S1,SH,2016,2016-04-19,0
SERF_IA,S1,SH,2016,2016-04-20,0
SERF_IA,S1,SH,2016,2016-04-21,0
SERF_IA,S1,SH,2016,2016-04-22,0
SERF_IA,S1,SH,2016,2016-04-23,0
SERF_IA,S1,SH,2016,2016-04-24,0
SERF_IA,S1,SH,2016,2016-04-25,0
SERF_IA,S1,SH,2016,2016-04-26,0.158097
SERF_IA,S1,SH,2016,2016-04-27,0.080659
SERF_IA,S1,SH,2016,2016-04-28,2.104551
SERF_IA,S1,SH,2016,2016-04-29,0.133335
SERF_IA,S1,SH,2016,2016-04-30,4.496988
SERF_IA,S1,SH,2016,2016-05-01,6.183657
SERF_IA,S1,SH,2016,2016-05-02,3.923294
SERF_IA,S1,SH,2016,2016-05-03,1.103701
SERF_IA,S1,SH,2016,2016-05-04,0.261481
SERF_IA,S1,SH,2016,2016-05-05,0.001634
SERF_IA,S1,SH,2016,2016-05-06,3.56e-7
SERF_IA,S1,SH,2016,2016-05-07,1.05e-4
SERF_IA,S1,SH,2016,2016-05-08,2.94e-5
SERF_IA,S1,SH,2016,2016-05-09,0.132607
SERF_IA,S1,SH,2016,2016-05-10,1.174317
SERF_IA,S1,SH,2016,2016-05-11,0.114065
SERF_IA,S1,SH,2016,2016-05-12,5.38e-5
SERF_IA,S1,SH,2016,2016-05-13,0
SERF_IA,S1,SH,2016,2016-05-14,0.14729
SERF_IA,S1,SH,2016,2016-05-15,0.004968
SERF_IA,S1,SH,2016,2016-05-16,0
SERF_IA,S1,SH,2016,2016-05-17,0
SERF_IA,S1,SH,2016,2016-05-18,0
SERF_IA,S1,SH,2016,2016-05-19,0
SERF_IA,S1,SH,2016,2016-05-20,0.025989
SERF_IA,S1,SH,2016,2016-05-21,0.043733
SERF_IA,S1,SH,2016,2016-05-22,0.05985
SERF_IA,S1,SH,2016,2016-05-23,0.066252
SERF_IA,S1,SH,2016,2016-05-24,0.069986
SERF_IA,S1,SH,2016,2016-05-25,0.079191
SERF_IA,S1,SH,2016,2016-05-26,0.095767
SERF_IA,S1,SH,2016,2016-05-27,0.08623
SERF_IA,S1,SH,2016,2016-05-28,0.074782
SERF_IA,S1,SH,2016,2016-05-29,0.086039
SERF_IA,S1,SH,2016,2016-05-30,0.094664
SERF_IA,S1,SH,2016,2016-05-31,0.188132
SERF_IA,S1,SH,2016,2016-06-01,6.449563
SERF_IA,S1,SH,2016,2016-06-02,0.90034
SERF_IA,S1,SH,2016,2016-06-03,0.130136
SERF_IA,S1,SH,2016,2016-06-04,0.132704
SERF_IA,S1,SH,2016,2016-06-05,0.161817
SERF_IA,S1,SH,2016,2016-06-06,0.139445
SERF_IA,S1,SH,2016,2016-06-07,0.07759
SERF_IA,S1,SH,2016,2016-06-08,0.050687
SERF_IA,S1,SH,2016,2016-06-09,0.05208
SERF_IA,S1,SH,2016,2016-06-10,0.060116
SERF_IA,S1,SH,2016,2016-06-11,0.071242
SERF_IA,S1,SH,2016,2016-06-12,0.078912
SERF_IA,S1,SH,2016,2016-06-13,0.06612
SERF_IA,S1,SH,2016,2016-06-14,0.076575
SERF_IA,S1,SH,2016,2016-06-15,0.08749
SERF_IA,S1,SH,2016,2016-06-16,0.076638
SERF_IA,S1,SH,2016,2016-06-17,0.051875
SERF_IA,S1,SH,2016,2016-06-18,0.035306
SERF_IA,S1,SH,2016,2016-06-19,0.032283
SERF_IA,S1,SH,2016,2016-06-20,0.046202
SERF_IA,S1,SH,2016,2016-06-21,0.045491
SERF_IA,S1,SH,2016,2016-06-22,0.036238
SERF_IA,S1,SH,2016,2016-06-23,0.039435
SERF_IA,S1,SH,2016,2016-06-24,0.027161
SERF_IA,S1,SH,2016,2016-06-25,0.019653
SERF_IA,S1,SH,2016,2016-06-26,0.026194
SERF_IA,S1,SH,2016,2016-06-27,0.030288
SERF_IA,S1,SH,2016,2016-06-28,0.022854
SERF_IA,S1,SH,2016,2016-06-29,0.008643
SERF_IA,S1,SH,2016,2016-06-30,0.006174
SERF_IA,S1,SH,2016,2016-07-01,0.004104
SERF_IA,S1,SH,2016,2016-07-02,0.001293
SERF_IA,S1,SH,2016,2016-07-03,4.42e-5
SERF_IA,S1,SH,2016,2016-07-04,1.81e-4
SERF_IA,S1,SH,2016,2016-07-05,0.001283
SERF_IA,S1,SH,2016,2016-07-06,0.001759
SERF_IA,S1,SH,2016,2016-07-07,0.00159
SERF_IA,S1,SH,2016,2016-07-08,0.004127
SERF_IA,S1,SH,2016,2016-07-09,0.002313
SERF_IA,S1,SH,2016,2016-07-10,0.001411
SERF_IA,S1,SH,2016,2016-07-11,4.01e-4
SERF_IA,S1,SH,2016,2016-07-12,5.39e-4
SERF_IA,S1,SH,2016,2016-07-13,0.001494
SERF_IA,S1,SH,2016,2016-07-14,0.001777
SERF_IA,S1,SH,2016,2016-07-15,7.46e-4
SERF_IA,S1,SH,2016,2016-07-16,1.99e-4
SERF_IA,S1,SH,2016,2016-07-17,6.98e-5
SERF_IA,S1,SH,2016,2016-07-18,4.71e-4
SERF_IA,S1,SH,2016,2016-07-19,5.39e-4
SERF_IA,S1,SH,2016,2016-07-20,3.19e-5
SERF_IA,S1,SH,2016,2016-07-21,2.32e-4
SERF_IA,S1,SH,2016,2016-07-22,8.924652
SERF_IA,S1,SH,2016,2016-07-23,1.66753
SERF_IA,S1,SH,2016,2016-07-24,0.094314
SERF_IA,S1,SH,2016,2016-07-25,0.108136
SERF_IA,S1,SH,2016,2016-07-26,0.097247
SERF_IA,S1,SH,2016,2016-07-27,0.095619
SERF_IA,S1,SH,2016,2016-07-28,0.094837
SERF_IA,S1,SH,2016,2016-07-29,0.069457
SERF_IA,S1,SH,2016,2016-07-30,0.064315
SERF_IA,S1,SH,2016,2016-07-31,0.058096
SERF_IA,S1,SH,2016,2016-08-01,0.047421
SERF_IA,S1,SH,2016,2016-08-02,0.048582
SERF_IA,S1,SH,2016,2016-08-03,0.054494
SERF_IA,S1,SH,2016,2016-08-04,0.089722
SERF_IA,S1,SH,2016,2016-08-05,4.778502
SERF_IA,S1,SH,2016,2016-08-06,0.043418
SERF_IA,S1,SH,2016,2016-08-07,0.041459
SERF_IA,S1,SH,2016,2016-08-08,0.042319
SERF_IA,S1,SH,2016,2016-08-09,0.045683
SERF_IA,S1,SH,2016,2016-08-10,0.049067
SERF_IA,S1,SH,2016,2016-08-11,0.045412
SERF_IA,S1,SH,2016,2016-08-12,8.762061
SERF_IA,S1,SH,2016,2016-08-13,3.831037
SERF_IA,S1,SH,2016,2016-08-14,0.046499
SERF_IA,S1,SH,2016,2016-08-15,0.02354
SERF_IA,S1,SH,2016,2016-08-16,0.020352
SERF_IA,S1,SH,2016,2016-08-17,0.018017
SERF_IA,S1,SH,2016,2016-08-18,0.01617
SERF_IA,S1,SH,2016,2016-08-19,0.013273
SERF_IA,S1,SH,2016,2016-08-20,5.222
SERF_IA,S1,SH,2016,2016-08-21,0.17457
SERF_IA,S1,SH,2016,2016-08-22,4.62e-4
SERF_IA,S1,SH,2016,2016-08-23,2.01e-4
SERF_IA,S1,SH,2016,2016-08-24,7.99e-4
SERF_IA,S1,SH,2016,2016-08-25,9.32e-4
SERF_IA,S1,SH,2016,2016-08-26,7.81e-5
SERF_IA,S1,SH,2016,2016-08-27,1.39e-4
SERF_IA,S1,SH,2016,2016-08-28,3.14e-4
SERF_IA,S1,SH,2016,2016-08-29,5.08e-4
SERF_IA,S1,SH,2016,2016-08-30,5.24e-4
SERF_IA,S1,SH,2016,2016-08-31,2.12e-4
SERF_IA,S1,SH,2016,2016-09-01,3.11e-7
SERF_IA,S1,SH,2016,2016-09-02,0
SERF_IA,S1,SH,2016,2016-09-03,0
SERF_IA,S1,SH,2016,2016-09-04,0
SERF_IA,S1,SH,2016,2016-09-05,0
SERF_IA,S1,SH,2016,2016-09-06,0
SERF_IA,S1,SH,2016,2016-09-07,0
SERF_IA,S1,SH,2016,2016-09-08,0
SERF_IA,S1,SH,2016,2016-09-09,0
SERF_IA,S1,SH,2016,2016-09-10,0
SERF_IA,S1,SH,2016,2016-09-11,0
SERF_IA,S1,SH,2016,2016-09-12,0
SERF_IA,S1,SH,2016,2016-09-13,0
SERF_IA,S1,SH,2016,2016-09-14,0
SERF_IA,S1,SH,2016,2016-09-15,0
SERF_IA,S1,SH,2016,2016-09-16,0
SERF_IA,S1,SH,2016,2016-09-17,0
SERF_IA,S1,SH,2016,2016-09-18,0
SERF_IA,S1,SH,2016,2016-09-19,0
SERF_IA,S1,SH,2016,2016-09-20,0
SERF_IA,S1,SH,2016,2016-09-21,0
SERF_IA,S1,SH,2016,2016-09-22,0
SERF_IA,S1,SH,2016,2016-09-23,0
SERF_IA,S1,SH,2016,2016-09-24,0
SERF_IA,S1,SH,2016,2016-09-25,0
SERF_IA,S1,SH,2016,2016-09-26,0
SERF_IA,S1,SH,2016,2016-09-27,0
SERF_IA,S1,SH,2016,2016-09-28,0
SERF_IA,S1,SH,2016,2016-09-29,0
SERF_IA,S1,SH,2016,2016-09-30,0
SERF_IA,S1,SH,2016,2016-10-01,0
SERF_IA,S1,SH,2016,2016-10-02,0
SERF_IA,S1,SH,2016,2016-10-03,0
SERF_IA,S1,SH,2016,2016-10-04,0
SERF_IA,S1,SH,2016,2016-10-05,0
SERF_IA,S1,SH,2016,2016-10-06,0
SERF_IA,S1,SH,2016,2016-10-07,0
SERF_IA,S1,SH,2016,2016-10-08,0
SERF_IA,S1,SH,2016,2016-10-09,0
SERF_IA,S1,SH,2016,2016-10-10,0
SERF_IA,S1,SH,2016,2016-10-11,0
SERF_IA,S1,SH,2016,2016-10-12,0
SERF_IA,S1,SH,2016,2016-10-13,0
SERF_IA,S1,SH,2016,2016-10-14,0
SERF_IA,S1,SH,2016,2016-10-15,0
SERF_IA,S1,SH,2016,2016-10-16,0
SERF_IA,S1,SH,2016,2016-10-17,0
SERF_IA,S1,SH,2016,2016-10-18,0
SERF_IA,S1,SH,2016,2016-10-19,0
SERF_IA,S1,SH,2016,2016-10-20,0
SERF_IA,S1,SH,2016,2016-10-21,0
SERF_IA,S1,SH,2016,2016-10-22,0
SERF_IA,S1,SH,2016,2016-10-23,0
SERF_IA,S1,SH,2016,2016-10-24,0
SERF_IA,S1,SH,2016,2016-10-25,0
SERF_IA,S1,SH,2016,2016-10-26,0
SERF_IA,S1,SH,2016,2016-10-27,0
SERF_IA,S1,SH,2016,2016-10-28,0
SERF_IA,S1,SH,2016,2016-10-29,0
SERF_IA,S1,SH,2016,2016-10-30,0
SERF_IA,S1,SH,2016,2016-10-31,0
SERF_IA,S1,SH,2016,2016-11-01,0
SERF_IA,S1,SH,2016,2016-11-02,0
SERF_IA,S1,SH,2016,2016-11-03,0
SERF_IA,S1,SH,2016,2016-11-04,0
SERF_IA,S1,SH,2016,2016-11-05,0
SERF_IA,S1,SH,2016,2016-11-06,0
SERF_IA,S1,SH,2016,2016-11-07,0
SERF_IA,S1,SH,2016,2016-11-08,0
SERF_IA,S1,SH,2016,2016-11-09,0
SERF_IA,S1,SH,2016,2016-11-10,0
SERF_IA,S1,SH,2016,2016-11-11,0
SERF_IA,S1,SH,2016,2016-11-12,0
SERF_IA,S1,SH,2016,2016-11-13,0
SERF_IA,S1,SH,2016,2016-11-14,0
SERF_IA,S1,SH,2016,2016-11-15,0
SERF_IA,S1,SH,2016,2016-11-16,0
SERF_IA,S1,SH,2016,2016-11-17,0
SERF_IA,S1,SH,2016,2016-11-18,0
SERF_IA,S1,SH,2016,2016-11-19,0
SERF_IA,S1,SH,2016,2016-11-20,0
SERF_IA,S1,SH,2016,2016-11-21,0
SERF_IA,S1,SH,2016,2016-11-22,0
SERF_IA,S1,SH,2016,2016-11-23,0
SERF_IA,S1,SH,2016,2016-11-24,0
SERF_IA,S1,SH,2016,2016-11-25,0
SERF_IA,S1,SH,2016,2016-11-26,0
SERF_IA,S1,SH,2016,2016-11-27,0
SERF_IA,S1,SH,2016,2016-11-28,0
SERF_IA,S1,SH,2016,2016-11-29,0
SERF_IA,S1,SH,2016,2016-11-30,0
SERF_IA,S1,SH,2016,2016-12-01,0
SERF_IA,S1,SH,2016,2016-12-02,0
SERF_IA,S1,SH,2016,2016-12-03,0
SERF_IA,S1,SH,2016,2016-12-04,0
SERF_IA,S1,SH,2016,2016-12-05,0
SERF_IA,S1,SH,2016,2016-12-06,0
